,序号,出现频率最高的地址,最高重复次数,各数据出现次数
1818,1819,北京市朝阳区望京湖光中街8号1号楼305室,2,{'北京市朝阳区望京湖光中街8号1号楼305室': 2}
1819,1820,北京市朝阳区望京园602号楼1709室,3,{'北京市朝阳区望京园602号楼1709室': 3}
1820,1821,北京市朝阳区阜通西大街12号楼8层806,2,{'北京市朝阳区阜通西大街12号楼8层806': 2}
1821,1822,北京市朝阳区望京西园三区315-316号楼1层A内112,3,{'北京市朝阳区望京西园三区315-316号楼1层A内112': 3}
1822,1823,北京市朝阳区望京东园515号楼1至2层06,3,{'北京市朝阳区望京东园515号楼1至2层06': 3}
1823,1824,北京市朝阳区望京南湖东园201楼,4,{'北京市朝阳区望京南湖东园201楼': 4}
1824,1825,北京市朝阳区望京北路16号四层,4,{'北京市朝阳区望京北路16号四层': 4}
1825,1826,北京市朝阳区利泽中二路2号B座3层,3,{'北京市朝阳区利泽中二路2号B座3层': 3}
1826,1827,北京市朝阳区广顺南大街16号院2号楼7层702,3,"{'北京市朝阳区广顺南大街16号院2号楼7层702': 3, '北京市朝阳区东三环中路39号10号楼SH-1019': 1}"
1827,1828,北京市朝阳区利泽中园208号2幢4层4401/4404室,3,"{'北京市朝阳区利泽中园208号2幢4层4401/4404室': 3, '北京市朝阳区望京新兴产业区利泽中园二区208号2号楼4层4408室': 1}"
1828,1829,北京市朝阳区利泽中一路1号办公A801,4,{'北京市朝阳区利泽中一路1号办公A801': 4}
1829,1830,北京市朝阳区望京园602号楼25层2926、2927,2,{'北京市朝阳区望京园602号楼25层2926、2927': 2}
1830,1831,北京市朝阳区望京开发区利泽中园2区220号楼4层,3,"{'北京市朝阳区望京开发区利泽中园2区220号楼4层': 3, '北京市朝阳区望京利泽中园2区220号楼4层': 1}"
1831,1832,北京市朝阳区广顺南大街嘉润花园19号A座2706室,4,"{'北京市朝阳区广顺南大街嘉润花园19号A座2706室': 4, '北京市朝阳区广顺南大街嘉润花园19号A2706室': 1}"
1832,1833,北京市海淀区苏州街５５号３层０１－Ａ０４１,1,{'北京市海淀区苏州街５５号３层０１－Ａ０４１': 1}
1833,1834,北京市海淀区上地信息路9号院3号楼4层,4,"{'北京市海淀区上地信息路9号院3号楼4层': 4, '北京市朝阳区望京路4号': 1}"
1834,1835,北京市怀柔区雁栖工业开发区三区16号,3,"{'北京市怀柔区雁栖工业开发区三区16号': 3, '北京市朝阳区甘露园芳菁苑1号楼1-607': 1}"
1835,1836,河南省郑州市郑东新区地润路18号A座河南省郑州市郑东新区地润路18号A座河南省郑州市郑东新区地润路18号A座,1,{'河南省郑州市郑东新区地润路18号A座河南省郑州市郑东新区地润路18号A座河南省郑州市郑东新区地润路18号A座': 1}
1836,1837,北京市朝阳区广顺北大街30号一层106室,2,"{'北京市朝阳区广顺北大街30号一层106室': 2, '北京市朝阳区广顺北大街３０号一层１０６室': 1}"
1837,1838,北京市朝阳区花家地甲7号,2,"{'北京市朝阳区花家地甲7号': 2, '北京市朝阳区花家地甲７号': 1}"
1838,1839,北京市朝阳区太阳宫乡牛王庙村东,4,"{'北京市朝阳区太阳宫乡牛王庙村东': 4, '北京市朝阳区花家地南里京顺路四元桥1号': 1}"
1839,1840,西园四区402楼1层,1,{'西园四区402楼1层': 1}
1840,1841,北京市朝阳区阜荣街8号院3号楼10层2单元1105,1,{'北京市朝阳区阜荣街8号院3号楼10层2单元1105': 1}
1841,1842,北京市朝阳区望京园602号楼3层359,2,"{'北京市朝阳区望京园602号楼3层359': 2, '北京市朝阳区望京园６０２号楼３层３５９': 1}"
1842,1843,北京市朝阳区南湖西园216号楼1层38(部分),2,"{'北京市朝阳区南湖西园216号楼1层38(部分)': 2, '北京市朝阳区南湖西园２１６号楼１层３８（部分）': 1}"
1843,1844,北京市朝阳区北四环东路四元桥汽配城东区44号,2,{'北京市朝阳区北四环东路四元桥汽配城东区44号': 2}
1844,1845,北京市朝阳区花家地南里14号楼旁平房,1,{'北京市朝阳区花家地南里14号楼旁平房': 1}
1845,1846,北京市朝阳区望京西园四区407楼,2,"{'北京市朝阳区望京西园四区407楼': 2, '北京市朝阳区望京西园四区４０７楼': 1}"
1846,1847,北京市朝阳区望京东园一区120号楼3层01-02号,2,"{'北京市朝阳区望京东园一区120号楼3层01-02号': 2, '北京市朝阳区望京东园一区１２０号楼３层０１－０２号': 1}"
1847,1848,北京市朝阳区湖光北街9号旺角广场首层F1号,2,"{'北京市朝阳区湖光北街9号旺角广场首层F1号': 2, '北京市朝阳区湖光北街９号旺角广场首层Ｆ１号': 1}"
1848,1849,北京市朝阳区望京西园四区401号楼203室,2,"{'北京市朝阳区望京西园四区401号楼203室': 2, '北京市朝阳区望京西园四区４０１号楼２０３室': 1}"
1849,1850,北京市朝阳区呼家楼南里1号,2,"{'北京市朝阳区呼家楼南里1号': 2, '北京市朝阳区十八里店地区办事处十里河村左安路左安门饮马井甲1号': 2}"
1850,1851,北京市朝阳区南湖渠三巷3号住宅楼3单元5层15号,1,{'北京市朝阳区南湖渠三巷3号住宅楼3单元5层15号': 1}
1851,1852,北京市朝阳区广顺北大街17号2层02层A10西侧,2,"{'北京市朝阳区广顺北大街17号2层02层A10西侧': 2, '北京市朝阳区广顺北大街１７号２层０２层Ａ１０西侧': 1}"
1852,1853,北京市朝阳区北四环东路甲39号,2,"{'北京市朝阳区北四环东路甲39号': 2, '北京市朝阳区北四环东路甲３９号': 1, '北京市北四环东路甲39号': 1}"
1853,1854,北京市朝阳区望京西园103号楼一层,2,"{'北京市朝阳区望京西园103号楼一层': 2, '北京市朝阳区望京西园１０３号楼一层': 1, '北京市朝阳区望京西园103号楼1层': 1}"
1854,1855,北京市朝阳区京顺路111号1幢F1-46-3,1,"{'北京市朝阳区京顺路111号1幢F1-46-3': 1, '北京市朝阳区京顺路１１１号１幢Ｆ１－４６－３': 1}"
1855,1856,北京市朝阳区广顺北大街17号-1层-01层A01-LW08-N14,1,{'北京市朝阳区广顺北大街17号-1层-01层A01-LW08-N14': 1}
1856,1857,北京市朝阳区望京湖光北街9号旺角广场2层2071、2046号,1,{'北京市朝阳区望京湖光北街9号旺角广场2层2071、2046号': 1}
1857,1858,北京市朝阳区广顺北大街16号院地下一层,2,"{'北京市朝阳区广顺北大街16号院地下一层': 2, '北京市朝阳区广顺北大街１６号院地下一层': 1}"
1858,1859,北京市朝阳区望京南湖南路8号1号(住宅)楼3门101室,1,{'北京市朝阳区望京南湖南路8号1号(住宅)楼3门101室': 1}
1859,1860,北京市朝阳区南湖西园207号楼15层1801,2,{'北京市朝阳区南湖西园207号楼15层1801': 2}
1860,1861,北京市朝阳区花家地甲1号,2,"{'北京市朝阳区花家地甲1号': 2, '北京市朝阳区花家地甲１号': 1, '北京市朝阳区花家地甲一号': 1}"
1861,1862,北京市朝阳区望花路东里1号5层10号,1,{'北京市朝阳区望花路东里1号5层10号': 1}
1862,1863,北京市朝阳区利泽中一路1号公寓325,2,"{'北京市朝阳区利泽中一路1号公寓325': 2, '北京市朝阳区利泽中一路１号公寓３２５': 1}"
1863,1864,北京市朝阳区望京园603号楼14层1719,2,{'北京市朝阳区望京园603号楼14层1719': 2}
1864,1865,北京市朝阳区望京西园四区４１８楼二层,1,"{'北京市朝阳区望京西园四区４１８楼二层': 1, '北京市朝阳区望京西园四区418楼二层': 1}"
1865,1866,北京市朝阳区广顺北大街17号一层B08号商铺,3,"{'北京市朝阳区广顺北大街17号一层B08号商铺': 3, '北京市朝阳区广顺北大街１７号一层Ｂ０８号商铺': 1}"
1866,1867,北京市朝阳区望京西园423号楼一层部分,2,"{'北京市朝阳区望京西园423号楼一层部分': 2, '北京市朝阳区望京西园４２３号楼一层部分': 1}"
1867,1868,北京市朝阳区广顺北大街16号院3号楼一层102内A172号,2,"{'北京市朝阳区广顺北大街16号院3号楼一层102内A172号': 2, '北京市朝阳区广顺北大街１６号院３号楼一层１０２内Ａ１７２号': 1}"
1868,1869,北京市朝阳区阜通东大街6号院1号楼13层1609室,2,{'北京市朝阳区阜通东大街6号院1号楼13层1609室': 2}
1869,1870,北京市朝阳区利泽中一路1号12层办公A1205,1,{'北京市朝阳区利泽中一路1号12层办公A1205': 1}
1870,1871,北京市朝阳区阜安西路11号楼1层125、127室,1,{'北京市朝阳区阜安西路11号楼1层125、127室': 1}
1871,1872,北京市朝阳区望京西路50号院2号楼一单元302号,1,{'北京市朝阳区望京西路50号院2号楼一单元302号': 1}
1872,1873,北京市朝阳区广顺南大街21号1号楼一层102,2,{'北京市朝阳区广顺南大街21号1号楼一层102': 2}
1873,1874,北京市朝阳区利泽中一路1号办公A12A03B,1,{'北京市朝阳区利泽中一路1号办公A12A03B': 1}
1874,1875,北京市朝阳区望京保利国际广场项目17号楼5层504-2,1,{'北京市朝阳区望京保利国际广场项目17号楼5层504-2': 1}
1875,1876,北京市朝阳区望京园602号楼14层1709,1,{'北京市朝阳区望京园602号楼14层1709': 1}
1876,1877,北京市朝阳区望京东园七区18号楼201,1,{'北京市朝阳区望京东园七区18号楼201': 1}
1877,1878,北京市朝阳区望京东园七区18号楼201-1,1,{'北京市朝阳区望京东园七区18号楼201-1': 1}
1878,1879,北京市朝阳区阜通东大街6号院5号楼18层2117,1,{'北京市朝阳区阜通东大街6号院5号楼18层2117': 1}
1879,1880,北京市朝阳区望京南湖西园216号楼2层50号,1,{'北京市朝阳区望京南湖西园216号楼2层50号': 1}
1880,1881,北京市朝阳区望京园610号楼2层205,1,"{'北京市朝阳区望京园610号楼2层205': 1, '110105024334333': 1}"
1881,1882,北京市朝阳区南湖东园122楼2层S-07-4,1,"{'北京市朝阳区南湖东园122楼2层S-07-4': 1, '110105024397156': 1}"
1882,1883,北京市朝阳区望京西园二区京电底商综合楼1(2-011)室,1,"{'北京市朝阳区望京西园二区京电底商综合楼1(2-011)室': 1, '150105000010740': 1}"
1883,1884,北京市朝阳区望京西园二区220号,1,{'北京市朝阳区望京西园二区220号': 1}
1884,1885,北京市朝阳区望京街道办事处南湖西里社区居委会望京西路南湖渠(十子路口),1,{'北京市朝阳区望京街道办事处南湖西里社区居委会望京西路南湖渠(十子路口)': 1}
1885,1886,北京市朝阳区望京街道办事处方舟苑社区居委会阜通东大街花家地,1,{'北京市朝阳区望京街道办事处方舟苑社区居委会阜通东大街花家地': 1}
1886,1887,北京市朝阳区望京街道办事处南湖居委会望京西路湖光桥附近,1,{'北京市朝阳区望京街道办事处南湖居委会望京西路湖光桥附近': 1}
1887,1888,北京市朝阳区望京西路南湖渠,1,{'北京市朝阳区望京西路南湖渠': 1}
1888,1889,北京市朝阳区望京街道办事处南湖西里社区居委会望和桥望京城铁边,1,{'北京市朝阳区望京街道办事处南湖西里社区居委会望和桥望京城铁边': 1}
1889,1890,北京市朝阳区望京西园423号楼一层部分,1,{'北京市朝阳区望京西园423号楼一层部分': 1}
1890,1891,北京市朝阳区望京西园四区401号楼203室,1,{'北京市朝阳区望京西园四区401号楼203室': 1}
1891,1892,北京市朝阳区广顺北大街16号院3号楼一层102内A172号,1,{'北京市朝阳区广顺北大街16号院3号楼一层102内A172号': 1}
1892,1893,北京市朝阳区广顺北大街17号一层B08号商铺,1,{'北京市朝阳区广顺北大街17号一层B08号商铺': 1}
1893,1894,北京市朝阳区望京西园四区407楼,1,{'北京市朝阳区望京西园四区407楼': 1}
1894,1895,北京市朝阳区利泽中一路1号公寓325,1,{'北京市朝阳区利泽中一路1号公寓325': 1}
1895,1896,北京市朝阳区广渠路21号7号(住宅)楼1308号,1,{'北京市朝阳区广渠路21号7号(住宅)楼1308号': 1}
1896,1897,北京市朝阳区望京西园222号(住宅)D-1603室,1,{'北京市朝阳区望京西园222号(住宅)D-1603室': 1}
1897,1898,北京市朝阳区广顺北大街16号院地下一层,1,{'北京市朝阳区广顺北大街16号院地下一层': 1}
1898,1899,北京市朝阳区花家地甲7号,1,{'北京市朝阳区花家地甲7号': 1}
1899,1900,北京市朝阳区望京西园429号楼17层1单元2001室,1,{'北京市朝阳区望京西园429号楼17层1单元2001室': 1}
1900,1901,北京市朝阳区利泽西园102号楼(住宅楼),1,{'北京市朝阳区利泽西园102号楼(住宅楼)': 1}
1901,1902,北京市朝阳区望京东园一区120号楼3层01-02号,1,{'北京市朝阳区望京东园一区120号楼3层01-02号': 1}
1902,1903,北京市朝阳区广顺北大街17号2层02层A10西侧,1,{'北京市朝阳区广顺北大街17号2层02层A10西侧': 1}
1903,1904,北京市朝阳区望京西园103号楼一层,1,{'北京市朝阳区望京西园103号楼一层': 1}
1904,1905,北京市朝阳区广顺北大街17号-1层-01层A01-LW08-N14,1,{'北京市朝阳区广顺北大街17号-1层-01层A01-LW08-N14': 1}
1905,1906,北京市朝阳区望京湖光北街9号旺角广场2层2071、2046号,1,{'北京市朝阳区望京湖光北街9号旺角广场2层2071、2046号': 1}
1906,1907,北京市朝阳区花家地甲1号,1,{'北京市朝阳区花家地甲1号': 1}
1907,1908,北京市朝阳区望京园603号楼14层1719,1,{'北京市朝阳区望京园603号楼14层1719': 1}
1908,1909,北京市朝阳区阜通东大街6号院1号楼13层1609室,1,{'北京市朝阳区阜通东大街6号院1号楼13层1609室': 1}
1909,1910,北京市朝阳区南湖南路望京西园二区220号,1,{'北京市朝阳区南湖南路望京西园二区220号': 1}
1910,1911,北京市朝阳区北辰东路8号院16号楼B501,1,{'北京市朝阳区北辰东路8号院16号楼B501': 1}
1911,1912,北京市朝阳区北辰西路69号1单元1002号,1,{'北京市朝阳区北辰西路69号1单元1002号': 1}
1912,1913,北京市朝阳区亚运村街道办事处大屯居委会北辰路曹八里1号,1,"{'北京市朝阳区亚运村街道办事处大屯居委会北辰路曹八里1号': 1, '北京市朝阳区安定路5-25号': 1}"
1913,1914,北京市朝阳区化工里14号2幢,1,{'北京市朝阳区化工里14号2幢': 1}
1914,1915,北京市朝阳区北辰西路69号4单元710号,1,{'北京市朝阳区北辰西路69号4单元710号': 1}
1915,1916,北京市朝阳区民族园路2号3幢4层4085室,1,{'北京市朝阳区民族园路2号3幢4层4085室': 1}
1916,1917,北京市朝阳区小关街53号706室,1,{'北京市朝阳区小关街53号706室': 1}
1917,1918,北京市朝阳区华严北里46号楼405室,1,{'北京市朝阳区华严北里46号楼405室': 1}
1918,1919,北京市朝阳区酒仙桥南路5号,1,"{'北京市朝阳区酒仙桥南路5号': 1, '北京市朝阳区酒仙桥街道办事处电子球场路社区居委会东四环路甲2号楼东南侧': 1}"
1919,1920,北京市朝阳区德外大街华严北里甲1号健翔山庄12楼B2座,1,{'北京市朝阳区德外大街华严北里甲1号健翔山庄12楼B2座': 1}
1920,1921,北辰时代大厦1606室,1,"{'北辰时代大厦1606室': 1, '北京市朝阳区崔各庄乡南春路1号023室': 1}"
1921,1922,北京市朝阳区北土城西路3号办公楼5号楼1-3层,1,{'北京市朝阳区北土城西路3号办公楼5号楼1-3层': 1}
1922,1923,北京市朝阳区慧忠路5号12层C1201,1,{'北京市朝阳区慧忠路5号12层C1201': 1}
1923,1924,北京市朝阳区安慧里一区六号楼,1,"{'北京市朝阳区安慧里一区六号楼': 1, '北京市朝阳区立清路8号院5号楼16层3单元1903': 1}"
1924,1925,北京市朝阳区安外黄寺大街3号,1,"{'北京市朝阳区安外黄寺大街3号': 1, '北京市朝阳区北辰西路69号峻峰华亭C座1208': 1}"
